Station,Year,Month,Year_Month,Tmax_C,Tmin_C,Frost_Day,Rain_mm
Manston,2020,5,2020_5,18.1,8.7,0,6.8
Manston,2020,6,2020_6,20.8,12,0,34.2
Manston,2020,7,2020_7,22.2,13.3,0,32.8
Manston,2020,8,2020_8,24.5,15.9,0,32
Manston,2021,3,2021_3,10.6,4,1,40
Manston,2021,4,2021_4,9.9,3.4,2,5.8
Manston,2021,5,2021_5,14.8,7,0,66.4
Manston,2021,6,2021_6,20.6,12.8,0,94.4
Manston,2021,7,2021_7,21.8,13.8,0,26
Manston,2021,8,2021_8,20.5,13.7,0,66.6
Manston,2022,3,2022_3,11.3,5.2,0,19.6
Manston,2022,4,2022_4,13.1,6.2,0,6.6
Manston,2022,5,2022_5,17.6,9.5,0,56
Manston,2022,6,2022_6,20.5,11.7,0,32.2
Manston,2022,7,2022_7,24.7,14.9,0,8.4
Manston,2022,8,2022_8,24.5,15.8,0,6
Nairn,2002,3,2002_3,9.9,2.6,3,51.5
Nairn,2002,4,2002_4,13.1,3.8,5,40.1
Nairn,2002,5,2002_5,15.1,6.1,1,40.7
Nairn,2002,6,2002_6,17.8,9.1,0,49.2
Nairn,2002,7,2002_7,17.5,10.4,0,131.7
Nairn,2002,8,2002_8,18.4,11.5,0,45.1
Nairn,2003,3,2003_3,11.6,2,8,33.7
Nairn,2003,4,2003_4,13.5,4.4,2,65.2
Nairn,2003,5,2003_5,14.8,6.3,1,43.9
Nairn,2003,6,2003_6,19,10.3,0,31.8
Nairn,2003,7,2003_7,20.8,11.8,0,29.8
Nairn,2003,8,2003_8,20.2,11.2,0,22.2
Nairn,2004,3,2004_3,9.9,2.2,5,25.2
Nairn,2004,4,2004_4,12.5,5.3,1,51.3
Nairn,2004,5,2004_5,15.4,6.2,0,24.7
Nairn,2004,6,2004_6,17.1,9.5,0,89.4
Nairn,2004,7,2004_7,17.7,10.2,0,45.1
Nairn,2004,8,2004_8,19.1,11.6,0,122.2
Nairn,2005,3,2005_3,9.5,3.8,3,36.9
Nairn,2005,4,2005_4,12,3.1,5,19.8
Nairn,2005,5,2005_5,13.6,5.2,1,66.3
Nairn,2005,6,2005_6,17.5,9.5,0,65.1
Nairn,2005,7,2005_7,18.7,10.6,0,20.1
Nairn,2005,8,2005_8,18.5,10.6,0,77.5
Nairn,2006,3,2006_3,6.4,0.4,11,58.3
Nairn,2006,4,2006_4,10.9,3,2,19.5
Nairn,2006,5,2006_5,14.9,5.4,1,65
Nairn,2006,6,2006_6,16.6,9.3,0,81
Nairn,2006,7,2006_7,22,12.2,0,47.7
Nairn,2006,8,2006_8,18,11.1,0,73.5
Nairn,2007,3,2007_3,10.4,2.6,6,26.9
Nairn,2007,4,2007_4,15.5,5.8,2,11.4
Nairn,2007,5,2007_5,13.9,5.6,0,107.1
Nairn,2007,6,2007_6,15.6,9.1,0,96.8
Nairn,2007,7,2007_7,17.3,10.2,0,112.5
Nairn,2007,8,2007_8,17.5,9.9,0,80
Nairn,2008,3,2008_3,8.2,1.6,6,41.6
Nairn,2008,4,2008_4,10.9,2.3,6,57.5
Nairn,2008,5,2008_5,16,6.3,0,21.2
Nairn,2008,6,2008_6,16.5,8.7,0,49
Nairn,2008,7,2008_7,19.3,11.3,0,80.7
Nairn,2008,8,2008_8,18.5,11,0,88.7
Nairn,2009,3,2009_3,10,2.7,5,63.1
Nairn,2009,4,2009_4,13.7,4.6,1,17.8
Nairn,2009,5,2009_5,15.6,5.2,0,47.4
Nairn,2009,6,2009_6,17.6,9,0,41.9
Nairn,2009,7,2009_7,19.8,10.7,0,121.9
Nairn,2009,8,2009_8,18.9,11.3,0,53.7
Nairn,2010,3,2010_3,9.1,1.5,10,37.5
Nairn,2010,4,2010_4,11.9,4.2,2,43
Nairn,2010,5,2010_5,13.9,5.5,0,42.4
Nairn,2010,6,2010_6,18,9.6,0,34.6
Nairn,2010,7,2010_7,18.6,10.6,0,101.8
Nairn,2010,8,2010_8,17.8,10.2,0,66.7
Nairn,2011,3,2011_3,9.7,2.7,5,76.6
Nairn,2011,4,2011_4,15.6,5.8,0,29.6
Nairn,2011,5,2011_5,15.6,6.1,1,60.9
Nairn,2011,6,2011_6,16.5,7.2,0,66.8
Nairn,2011,7,2011_7,18.1,9.9,0,54.5
Nairn,2011,8,2011_8,17.3,9.9,0,112.2
Nairn,2012,3,2012_3,13,4.2,4,5.2
Nairn,2012,4,2012_4,9.2,2.3,6,102.5
Nairn,2012,5,2012_5,13.8,4.6,1,41.3
Nairn,2012,6,2012_6,15,8,0,54.9
Nairn,2012,7,2012_7,17,9.9,0,72.5
Nairn,2012,8,2012_8,19.1,10.1,0,56.2
Nairn,2013,3,2013_3,6,-1.3,19,20.4
Nairn,2013,4,2013_4,10.5,0.1,14,28.8
Nairn,2013,5,2013_5,14.1,3.3,5,54.3
Nairn,2013,6,2013_6,17.3,6.7,0,50.5
Nairn,2013,7,2013_7,21.8,11.7,0,26.6
Nairn,2013,8,2013_8,19.9,11.5,0,39.9
Nairn,2014,3,2014_3,11.1,3.2,4,26.3
Nairn,2014,4,2014_4,13.6,5.3,2,34.8
Nairn,2014,5,2014_5,14.9,6.7,1,47.7
Nairn,2014,6,2014_6,18.2,10.4,0,94.7
Nairn,2014,7,2014_7,20.9,10.9,0,35.2
Nairn,2014,8,2014_8,18.1,9.2,0,175.4
Nairn,2015,3,2015_3,9.7,2.1,6,36.8
Nairn,2015,4,2015_4,12.6,3.3,1,37.1
Nairn,2015,5,2015_5,12.5,4.8,3,57.5
Nairn,2015,6,2015_6,15.9,7.9,0,51.9
Nairn,2015,7,2015_7,17.7,10.1,0,106.3
Nairn,2015,8,2015_8,18.6,10.6,0,71.9
Nairn,2016,3,2016_3,9.9,2.3,8,36.4
Nairn,2016,4,2016_4,9.9,2.5,4,59.2
Nairn,2016,5,2016_5,14.7,7.1,0,32.8
Nairn,2016,6,2016_6,16.2,9.7,0,54.2
Nairn,2016,7,2016_7,18.3,11.1,0,63.5
Nairn,2016,8,2016_8,18.7,10.6,0,63.9
Nairn,2017,3,2017_3,10.8,2.4,10,50.4
Nairn,2017,4,2017_4,11.7,4.4,1,30.7
Nairn,2017,5,2017_5,16.9,7,1,35.8
Nairn,2017,6,2017_6,17,9.9,0,105.9
Nairn,2017,7,2017_7,18.6,10.3,0,58.9
Nairn,2017,8,2017_8,18.1,10.7,0,91
Nairn,2018,3,2018_3,6.8,0.5,12,40.9
Nairn,2018,4,2018_4,12.1,3.7,4,34.4
Nairn,2018,5,2018_5,16.8,7.1,1,33.4
Nairn,2018,6,2018_6,18.8,9.4,0,24.9
Nairn,2018,7,2018_7,21.7,11.9,0,46.6
Nairn,2018,8,2018_8,18.5,10.5,0,36.1
Nairn,2019,3,2019_3,9.8,3.6,6,80.9
Nairn,2019,4,2019_4,13.7,4.1,2,42.9
Nairn,2019,5,2019_5,13.3,5.2,0,88.5
Nairn,2019,6,2019_6,16.9,8.7,0,71
Nairn,2019,7,2019_7,20,12.4,0,76.4
Nairn,2019,8,2019_8,18.6,11.4,0,127.5
Nairn,2020,3,2020_3,9.2,2,6,29.1
Nairn,2020,4,2020_4,13,3.1,4,12
Nairn,2020,5,2020_5,15.8,6.6,0,23.8
Nairn,2020,6,2020_6,17.6,9.9,0,66.9
Nairn,2020,7,2020_7,17.8,9.9,0,59.4
Nairn,2020,8,2020_8,18.4,11.1,0,29.3
Nairn,2021,3,2021_3,10.1,3.6,3,50.4
Nairn,2021,4,2021_4,10.7,0.5,13,28.1
Nairn,2021,5,2021_5,12.5,5.2,2,110.2
Nairn,2021,6,2021_6,19.1,9.6,0,21
Nairn,2021,7,2021_7,20.4,12.4,0,100.8
Nairn,2021,8,2021_8,18.7,11.5,0,49.8
Nairn,2022,3,2022_3,11.7,1.1,10,16.1
Nairn,2022,4,2022_4,11.6,3.7,3,75.4
Nairn,2022,5,2022_5,15.3,7.8,0,48.6
Nairn,2022,6,2022_6,18.6,9.3,0,29.4
Nairn,2022,7,2022_7,20.1,11.6,0,43.4
Nairn,2022,8,2022_8,19.5,11.3,0,31.8
Oxford,2002,3,2002_3,12.4,4.6,3,33
Oxford,2002,4,2002_4,15.2,5.2,0,43
Oxford,2002,5,2002_5,16.8,8.4,0,58.3
Oxford,2002,6,2002_6,20,10.3,0,42.4
Oxford,2002,7,2002_7,22.1,12,0,89.6
Oxford,2002,8,2002_8,22.8,12.9,0,53.2
Oxford,2003,3,2003_3,13.3,2.7,8,25.2
Oxford,2003,4,2003_4,15.3,4.6,5,36.8
Oxford,2003,5,2003_5,17.5,8.1,0,48.1
Oxford,2003,6,2003_6,22.4,11.8,0,55.5
Oxford,2003,7,2003_7,23.7,13.4,0,53.8
Oxford,2003,8,2003_8,25.5,13.5,0,3
Oxford,2004,3,2004_3,10.9,3.4,2,51.8
Oxford,2004,4,2004_4,14.7,6.2,0,68.8
Oxford,2004,5,2004_5,18,8.6,0,41.1
Oxford,2004,6,2004_6,21.8,12,0,23.8
Oxford,2004,7,2004_7,22,12.2,0,83.1
Oxford,2004,8,2004_8,23.4,14.2,0,135
Oxford,2005,3,2005_3,11.2,4.7,6,44.5
Oxford,2005,4,2005_4,14.3,5.7,1,50.2
Oxford,2005,5,2005_5,17.2,7.6,0,31.5
Oxford,2005,6,2005_6,21.6,12,0,93.4
Oxford,2005,7,2005_7,22.3,13.4,0,34.9
Oxford,2005,8,2005_8,23.1,12.2,0,31.3
Oxford,2006,3,2006_3,9.2,2,10,59.3
Oxford,2006,4,2006_4,13.9,5.4,2,36.3
Oxford,2006,5,2006_5,17.6,9,0,104.7
Oxford,2006,6,2006_6,23.1,11.7,0,5.3
Oxford,2006,7,2006_7,27.1,14.9,0,87.3
Oxford,2006,8,2006_8,21.8,13.1,0,58.7
Oxford,2007,3,2007_3,12,3.7,2,36.9
Oxford,2007,4,2007_4,17.8,5.6,0,1.8
Oxford,2007,5,2007_5,17.5,7.1,0,135.2
Oxford,2007,6,2007_6,20.5,11.3,0,78.8
Oxford,2007,7,2007_7,20.6,12.2,0,105.5
Oxford,2007,8,2007_8,21.7,12,0,38.2
Oxford,2008,3,2008_3,10.6,3.5,2,90.3
Oxford,2008,4,2008_4,13.1,4.7,3,46.9
Oxford,2008,5,2008_5,18.7,9.5,0,106.6
Oxford,2008,6,2008_6,20.1,11.1,0,67.3
Oxford,2008,7,2008_7,22,12.8,0,90
Oxford,2008,8,2008_8,20.8,13.9,0,77
Oxford,2009,3,2009_3,12.4,3.2,3,20.2
Oxford,2009,4,2009_4,15.6,6.1,0,36
Oxford,2009,5,2009_5,18.2,8.3,0,44.8
Oxford,2009,6,2009_6,22,10.7,0,49.3
Oxford,2009,7,2009_7,22.4,13.1,0,72.8
Oxford,2009,8,2009_8,22.7,13.3,0,46.6
Oxford,2010,3,2010_3,11.3,3.2,8,47.6
Oxford,2010,4,2010_4,15.8,4.9,0,25.5
Oxford,2010,5,2010_5,17.6,7.3,0,28.6
Oxford,2010,6,2010_6,23,11.1,0,34.5
Oxford,2010,7,2010_7,23.9,14.2,0,17.9
Oxford,2010,8,2010_8,21.4,12.1,0,146.2
Oxford,2011,3,2011_3,12.4,3.2,5,9.3
Oxford,2011,4,2011_4,19.4,7.3,0,0.5
Oxford,2011,5,2011_5,18.9,8.4,0,42.5
Oxford,2011,6,2011_6,19.3,10.2,0,54.1
Oxford,2011,7,2011_7,21.4,10.2,0,43.1
Oxford,2011,8,2011_8,20.7,11.4,0,65.6
Oxford,2012,3,2012_3,14,3.6,2,24.3
Oxford,2012,4,2012_4,12.6,4.6,2,143
Oxford,2012,5,2012_5,17.7,9.7,0,55.5
Oxford,2012,6,2012_6,18.9,11.6,0,151.7
Oxford,2012,7,2012_7,20.5,12.6,0,100
Oxford,2012,8,2012_8,21.8,13.6,0,85.6
Oxford,2013,3,2013_3,6.3,0.2,16,76.6
Oxford,2013,4,2013_4,12.9,3.9,6,24.8
Oxford,2013,5,2013_5,15.9,6.7,0,66.2
Oxford,2013,6,2013_6,19.3,10.2,0,17.3
Oxford,2013,7,2013_7,25.5,13.9,0,45.7
Oxford,2013,8,2013_8,23.1,13.1,0,19.3
Oxford,2014,3,2014_3,12.8,3.5,2,39.2
Oxford,2014,4,2014_4,15,6.4,0,50.2
Oxford,2014,5,2014_5,17.1,8.9,0,90.3
Oxford,2014,6,2014_6,21.5,11.8,0,36.9
Oxford,2014,7,2014_7,24.9,13.5,0,45.5
Oxford,2014,8,2014_8,20.8,11.7,0,85.6
Oxford,2015,3,2015_3,11.4,3.3,1,25.6
Oxford,2015,4,2015_4,15.9,4.5,0,22.5
Oxford,2015,5,2015_5,16.8,7.7,0,55.6
Oxford,2015,6,2015_6,21.1,10.2,0,28.9
Oxford,2015,7,2015_7,22.6,12.5,0,47.8
Oxford,2015,8,2015_8,21.3,13,0,57.2
Oxford,2016,3,2016_3,10.2,2.2,4,74.2
Oxford,2016,4,2016_4,12.9,4,1,53.1
Oxford,2016,5,2016_5,18.4,8.7,0,86.1
Oxford,2016,6,2016_6,20,11.9,0,95.7
Oxford,2016,7,2016_7,23.3,13.8,0,3.4
Oxford,2016,8,2016_8,23.5,13.6,0,41.2
Oxford,2017,3,2017_3,13.7,5.8,0,43.1
Oxford,2017,4,2017_4,15.1,4.7,0,5.4
Oxford,2017,5,2017_5,19,9.4,0,63.6
Oxford,2017,6,2017_6,22.7,12.9,0,29.7
Oxford,2017,7,2017_7,23.3,13.9,0,62.3
Oxford,2017,8,2017_8,21.4,12.6,0,62.8
Oxford,2018,3,2018_3,9.1,2.5,6,87.4
Oxford,2018,4,2018_4,14.2,7.5,0,52.8
Oxford,2018,5,2018_5,19.9,8.6,0,80.8
Oxford,2018,6,2018_6,22.8,11.6,0,2.5
Oxford,2018,7,2018_7,27.4,14.2,0,23.2
Oxford,2018,8,2018_8,23.4,13.2,0,43.2
Oxford,2019,3,2019_3,12.7,5.1,0,37.7
Oxford,2019,4,2019_4,15.1,4.3,5,21.7
Oxford,2019,5,2019_5,18,7.2,0,21.3
Oxford,2019,6,2019_6,20.4,10.7,0,99.5
Oxford,2019,7,2019_7,24.5,13.7,0,42.9
Oxford,2019,8,2019_8,23.9,13.2,0,46.9
Oxford,2020,3,2020_3,11.4,3,4,39.9
Oxford,2020,4,2020_4,17.8,5.4,1,42.9
Oxford,2020,5,2020_5,20.4,7.6,1,3.5
Oxford,2020,6,2020_6,21.6,11.6,0,67.1
Oxford,2020,7,2020_7,22.5,12.7,0,55.2
Oxford,2020,8,2020_8,23.5,14.5,0,113.7
Oxford,2021,3,2021_3,11.6,3.9,1,29.5
Oxford,2021,4,2021_4,12.5,1.6,8,27.1
Oxford,2021,5,2021_5,15.7,6.6,0,94.5
Oxford,2021,6,2021_6,21.4,12.2,0,68.4
Oxford,2021,7,2021_7,23.7,14.2,0,67.7
Oxford,2021,8,2021_8,21,13,0,34.8
Oxford,2022,3,2022_3,12.7,4,2,40.9
Oxford,2022,4,2022_4,15.3,4.7,3,13.8
Oxford,2022,5,2022_5,19,9.7,0,41.9
Oxford,2022,6,2022_6,21.7,11,0,50.2
Oxford,2022,7,2022_7,25.9,13.8,0,7.1
Oxford,2022,8,2022_8,26.4,14.3,0,4.3
Paisley,2002,3,2002_3,10.9,3.5,4,105.8
Paisley,2002,4,2002_4,13.3,5.8,0,68.8
Paisley,2002,5,2002_5,16,7.8,0,95
Paisley,2002,6,2002_6,17.3,10.8,0,111.2
Paisley,2002,7,2002_7,18.4,11.5,0,76.4
Paisley,2002,8,2002_8,20.5,12.4,0,100.8
Paisley,2003,3,2003_3,12,2.8,6,59.1
Paisley,2003,4,2003_4,15,5.8,0,45.2
Paisley,2003,5,2003_5,15.2,7.8,0,112.3
Paisley,2003,6,2003_6,19.4,11.1,0,72.3
Paisley,2003,7,2003_7,21,13.2,0,45.6
Paisley,2003,8,2003_8,21.1,12.5,0,23.9
Paisley,2004,3,2004_3,10.6,3.2,5,71.9
Paisley,2004,4,2004_4,13.8,6.1,0,87.7
Paisley,2004,5,2004_5,17.2,8.1,0,39.7
Paisley,2004,6,2004_6,18.4,10.9,0,99
Paisley,2004,7,2004_7,19.4,11.4,0,41.6
Paisley,2004,8,2004_8,20.6,13,0,202.6
Paisley,2005,3,2005_3,11.1,4.2,5,77.6
Paisley,2005,4,2005_4,12.9,5.2,0,98.5
Paisley,2005,5,2005_5,15.3,6.7,0,105.4
Paisley,2005,6,2005_6,19.1,11.4,0,65.9
Paisley,2005,7,2005_7,20.1,12.3,0,26.6
Paisley,2005,8,2005_8,19.6,11.6,0,64.7
Paisley,2006,3,2006_3,8.1,2.2,9,126
Paisley,2006,4,2006_4,12.3,4.3,2,69.3
Paisley,2006,5,2006_5,16.2,7.3,0,109.3
Paisley,2006,6,2006_6,19.7,10.9,0,48.9
Paisley,2006,7,2006_7,22.7,13.7,0,55.9
Paisley,2006,8,2006_8,19.4,12,0,72.3
Paisley,2007,3,2007_3,10.5,4,1,114
Paisley,2007,4,2007_4,15.6,7.1,0,31
Paisley,2007,5,2007_5,15.4,8,0,80.6
Paisley,2007,6,2007_6,18.2,11.4,0,94.6
Paisley,2007,7,2007_7,18.8,11.5,0,76.3
Paisley,2007,8,2007_8,18.2,11.9,0,108
Paisley,2008,3,2008_3,9.1,2.5,4,145
Paisley,2008,4,2008_4,12.5,4.5,1,55
Paisley,2008,5,2008_5,17.5,8.8,0,21.2
Paisley,2008,6,2008_6,17.6,9.5,0,90.8
Paisley,2008,7,2008_7,19.5,12.3,0,115.7
Paisley,2008,8,2008_8,18.2,12,0,151
Paisley,2009,3,2009_3,10.2,3.6,1,97.6
Paisley,2009,4,2009_4,13.8,6.2,0,55.4
Paisley,2009,5,2009_5,15.8,7.7,0,106.9
Paisley,2009,6,2009_6,19.4,10.9,0,37.9
Paisley,2009,7,2009_7,20,12.7,0,120.5
Paisley,2009,8,2009_8,18.5,12.5,0,173.4
Paisley,2010,3,2010_3,9.6,2.5,7,75.2
Paisley,2010,4,2010_4,13.6,5.2,1,80.9
Paisley,2010,5,2010_5,15.7,6.8,0,17.2
Paisley,2010,6,2010_6,20.2,11.2,0,29.7
Paisley,2010,7,2010_7,18.5,12.6,0,131.7
Paisley,2010,8,2010_8,18.5,11,0,71.3
Paisley,2011,3,2011_3,9.5,2.3,3,81.3
Paisley,2011,4,2011_4,15.7,6.4,1,53.9
Paisley,2011,5,2011_5,15,7.5,0,145.7
Paisley,2011,6,2011_6,16.8,9,0,87.7
Paisley,2011,7,2011_7,20.3,10.5,0,80.4
Paisley,2011,8,2011_8,17.9,10.8,0,126.1
Paisley,2012,3,2012_3,12.8,5,1,43.8
Paisley,2012,4,2012_4,11.5,3.2,4,59.4
Paisley,2012,5,2012_5,16.1,6.5,1,62.5
Paisley,2012,6,2012_6,16.6,9.5,0,132.4
Paisley,2012,7,2012_7,18.1,11.2,0,124.4
Paisley,2012,8,2012_8,19.7,11.8,0,129.1
Paisley,2013,3,2013_3,6.1,0.1,15,32.4
Paisley,2013,4,2013_4,10.9,3.2,5,81.7
Paisley,2013,5,2013_5,14.8,6.4,1,94.4
Paisley,2013,6,2013_6,18.3,9.6,0,35.4
Paisley,2013,7,2013_7,22.4,13.1,0,74.5
Paisley,2013,8,2013_8,19.5,11.9,0,52
Paisley,2014,3,2014_3,10.3,4,2,121
Paisley,2014,4,2014_4,13.7,6.2,1,76.1
Paisley,2014,5,2014_5,15.8,8.2,0,87.2
Paisley,2014,6,2014_6,19.4,11,0,50.9
Paisley,2014,7,2014_7,21.4,12,0,49.4
Paisley,2014,8,2014_8,18.2,10.5,0,94.4
Paisley,2015,3,2015_3,9.6,2.6,5,145.4
Paisley,2015,4,2015_4,13.3,3.1,3,56.4
Paisley,2015,5,2015_5,13.4,5.9,2,140.6
Paisley,2015,6,2015_6,17,8.8,0,71.2
Paisley,2015,7,2015_7,18.2,10.5,0,137
Paisley,2015,8,2015_8,18.7,10.9,0,82.7
Paisley,2016,3,2016_3,10.1,2.9,4,72.4
Paisley,2016,4,2016_4,11.5,3.4,3,79.8
Paisley,2016,5,2016_5,16.8,7.4,0,72.7
Paisley,2016,6,2016_6,19.1,10.7,0,57
Paisley,2016,7,2016_7,18.7,11.7,0,95.7
Paisley,2016,8,2016_8,19.3,11.5,0,74.5
Paisley,2017,3,2017_3,11.1,3.8,6,101.6
Paisley,2017,4,2017_4,12.5,5.1,2,23
Paisley,2017,5,2017_5,17.8,8.1,0,51.5
Paisley,2017,6,2017_6,17.7,11.2,0,119.9
Paisley,2017,7,2017_7,18.8,11.4,0,76.4
Paisley,2017,8,2017_8,18.2,11.1,0,104.6
Paisley,2018,3,2018_3,7.2,1.3,10,70.4
Paisley,2018,4,2018_4,12,5.2,1,70.1
Paisley,2018,5,2018_5,17.7,7.8,0,27.6
Paisley,2018,6,2018_6,20.9,10.5,0,59
Paisley,2018,7,2018_7,21.6,12.7,0,60
Paisley,2018,8,2018_8,18.1,11.5,0,81.7
Paisley,2019,3,2019_3,10.2,4.6,1,146.7
Paisley,2019,4,2019_4,14.3,5.6,1,35.3
Paisley,2019,5,2019_5,15.6,6.9,0,58.5
Paisley,2019,6,2019_6,18.7,10.9,0,58.1
Paisley,2019,7,2019_7,21.1,13.8,0,97
Paisley,2019,8,2019_8,20.2,13.4,0,204.5
Paisley,2020,3,2020_3,9.8,3.3,2,97.3
Paisley,2020,4,2020_4,14.6,5.2,0,19.3
Paisley,2020,5,2020_5,17.3,7.5,1,52.3
Paisley,2020,6,2020_6,19.6,11.7,0,114
Paisley,2020,7,2020_7,18.2,11.6,0,129.9
Paisley,2020,8,2020_8,19.7,12.6,0,131.4
Paisley,2021,3,2021_3,10.7,4.6,0,107.8
Paisley,2021,4,2021_4,12.6,2.3,4,12.9
Paisley,2021,5,2021_5,14.8,6.1,0,67.5
Paisley,2021,6,2021_6,19.7,11.2,0,31.5
Paisley,2021,7,2021_7,22.8,13.6,0,37.6
Paisley,2021,8,2021_8,20.3,12.4,0,79.2
Paisley,2022,3,2022_3,12.4,3,7,39.6
Paisley,2022,4,2022_4,13.9,5,2,47.6
Paisley,2022,5,2022_5,16.3,9.6,0,83.7
Paisley,2022,6,2022_6,18.9,11.1,0,59.4
Paisley,2022,7,2022_7,20.8,13,0,48.6
Paisley,2022,8,2022_8,20.8,12.4,0,73
Ross-On-Wye,2002,3,2002_3,12,4.3,2,29.8
Ross-On-Wye,2002,4,2002_4,14.7,5,0,46.2
Ross-On-Wye,2002,5,2002_5,16.5,8,0,81.9
Ross-On-Wye,2002,6,2002_6,19.1,10.1,0,23
Ross-On-Wye,2002,7,2002_7,21,11.8,0,55.9
Ross-On-Wye,2002,8,2002_8,22.2,12.8,0,21.6
Ross-On-Wye,2003,3,2003_3,13.1,2.7,10,27.9
Ross-On-Wye,2003,4,2003_4,15.4,5,4,36.5
Ross-On-Wye,2003,5,2003_5,16.7,8.2,0,35.7
Ross-On-Wye,2003,6,2003_6,21.9,11.3,0,51.1
Ross-On-Wye,2003,7,2003_7,22.1,13.4,0,65.7
Ross-On-Wye,2003,8,2003_8,24.3,13.6,0,9.9
Ross-On-Wye,2004,3,2004_3,10.8,3.3,4,42.3
Ross-On-Wye,2004,4,2004_4,14.2,5.9,1,77.7
Ross-On-Wye,2004,5,2004_5,18.1,8,0,36.6
Ross-On-Wye,2004,6,2004_6,21.1,11.7,0,36
Ross-On-Wye,2004,7,2004_7,20.9,11.9,0,44.1
Ross-On-Wye,2004,8,2004_8,22.5,13.6,0,85.7
Ross-On-Wye,2005,3,2005_3,11.2,4,7,69
Ross-On-Wye,2005,4,2005_4,13.9,5.3,2,52.5
Ross-On-Wye,2005,5,2005_5,16.7,7.4,0,31
Ross-On-Wye,2005,6,2005_6,21,11.5,0,48
Ross-On-Wye,2005,7,2005_7,22.2,13,0,60.7
Ross-On-Wye,2005,8,2005_8,22.2,11.5,0,24.5
Ross-On-Wye,2006,3,2006_3,9.3,2.5,9,67.2
Ross-On-Wye,2006,4,2006_4,14,5.3,2,17.5
Ross-On-Wye,2006,5,2006_5,17.6,8.9,0,109.4
Ross-On-Wye,2006,6,2006_6,22.6,11.6,0,17.2
Ross-On-Wye,2006,7,2006_7,26.8,14.4,0,34.3
Ross-On-Wye,2006,8,2006_8,21.5,13,0,117
Ross-On-Wye,2007,3,2007_3,11.8,3.4,1,73.8
Ross-On-Wye,2007,4,2007_4,17.9,6.6,0,7
Ross-On-Wye,2007,5,2007_5,17,8.3,0,139.9
Ross-On-Wye,2007,6,2007_6,20.2,11.7,0,136.6
Ross-On-Wye,2007,7,2007_7,19.6,11.7,0,161.1
Ross-On-Wye,2007,8,2007_8,21.2,11.5,0,32.6
Ross-On-Wye,2008,3,2008_3,10.7,3.7,2,100.2
Ross-On-Wye,2008,4,2008_4,13.3,4.5,4,73.9
Ross-On-Wye,2008,5,2008_5,18.6,9.6,0,101.8
Ross-On-Wye,2008,6,2008_6,19.6,10.4,0,22
Ross-On-Wye,2008,7,2008_7,21.6,12.5,0,86.8
Ross-On-Wye,2008,8,2008_8,20.4,13.6,0,81.6
Ross-On-Wye,2009,3,2009_3,12,2.8,5,24.7
Ross-On-Wye,2009,4,2009_4,15.2,5.3,1,38.6
Ross-On-Wye,2009,5,2009_5,17.5,8.2,0,37.7
Ross-On-Wye,2009,6,2009_6,20.9,10.4,0,102.6
Ross-On-Wye,2009,7,2009_7,20.8,12.6,0,143.8
Ross-On-Wye,2009,8,2009_8,21.1,12.9,0,22
Ross-On-Wye,2010,3,2010_3,10.8,2.1,10,47.2
Ross-On-Wye,2010,4,2010_4,15.1,4.2,1,22.5
Ross-On-Wye,2010,5,2010_5,17,7,0,48.7
Ross-On-Wye,2010,6,2010_6,22.1,10.6,0,21.2
Ross-On-Wye,2010,7,2010_7,22,13.6,0,47.2
Ross-On-Wye,2010,8,2010_8,20.5,11.8,0,113.7
Ross-On-Wye,2011,3,2011_3,11.9,3,6,17
Ross-On-Wye,2011,4,2011_4,18.6,6.6,0,7
Ross-On-Wye,2011,5,2011_5,17.5,8.4,0,39
Ross-On-Wye,2011,6,2011_6,19.2,9.5,0,38.3
Ross-On-Wye,2011,7,2011_7,21,11.2,0,55
Ross-On-Wye,2011,8,2011_8,20.4,12.2,0,38.1
Ross-On-Wye,2012,3,2012_3,13.9,3.2,3,12.9
Ross-On-Wye,2012,4,2012_4,11.8,3.8,4,184.9
Ross-On-Wye,2012,5,2012_5,17.4,8.1,0,52.5
Ross-On-Wye,2012,6,2012_6,17.7,10.8,0,147.4
Ross-On-Wye,2012,7,2012_7,20.5,12.1,0,101.4
Ross-On-Wye,2012,8,2012_8,20.9,13.3,0,94
Ross-On-Wye,2013,3,2013_3,6.5,-0.3,18,78.7
Ross-On-Wye,2013,4,2013_4,12.3,3.8,6,23.9
Ross-On-Wye,2013,5,2013_5,16,6.3,0,70.2
Ross-On-Wye,2013,6,2013_6,19.2,10.3,0,23.5
Ross-On-Wye,2013,7,2013_7,25.5,13.8,0,32.9
Ross-On-Wye,2013,8,2013_8,22,13,0,39
Ross-On-Wye,2014,3,2014_3,12.8,3.5,3,43.1
Ross-On-Wye,2014,4,2014_4,15,6.3,0,42.6
Ross-On-Wye,2014,5,2014_5,17.4,8.7,0,95.2
Ross-On-Wye,2014,6,2014_6,21.4,11.3,0,57.4
Ross-On-Wye,2014,7,2014_7,23.9,12.7,0,30.4
Ross-On-Wye,2014,8,2014_8,19.8,11.3,0,110
Ross-On-Wye,2015,3,2015_3,11,3.4,4,38.4
Ross-On-Wye,2015,4,2015_4,15.7,4.7,1,14.1
Ross-On-Wye,2015,5,2015_5,16.1,7.5,0,70.8
Ross-On-Wye,2015,6,2015_6,20.2,10,0,19.3
Ross-On-Wye,2015,7,2015_7,21.2,12.2,0,42.9
